TRACK_ID,ARTIST_ID,ALBUM_ID,PATH,DURATION,TAGS
track_0019199,artist_002831,album_002700,99/19199.mp3,264.1,['mood---meditative']
track_0019202,artist_002831,album_002700,02/19202.mp3,310.9,['mood---meditative']
track_0019203,artist_002831,album_002700,03/19203.mp3,254.8,['mood---meditative']
track_0019205,artist_002831,album_002700,05/19205.mp3,273.3,['mood---meditative']
track_0020530,artist_003039,album_002882,30/20530.mp3,232.5,['mood---fun']
track_0020531,artist_003039,album_002882,31/20531.mp3,179.9,['mood---fun']
track_0020532,artist_003039,album_002882,32/20532.mp3,156.4,['mood---fun']
track_0020533,artist_003039,album_002882,33/20533.mp3,241.2,['mood---fun']
track_0020534,artist_003039,album_002882,34/20534.mp3,190.6,['mood---fun']
track_0020535,artist_003039,album_002882,35/20535.mp3,195.0,['mood---fun']
track_0020536,artist_003039,album_002882,36/20536.mp3,197.0,['mood---fun']
track_0020537,artist_003039,album_002882,37/20537.mp3,100.7,['mood---fun']
track_0020538,artist_003039,album_002882,38/20538.mp3,172.4,['mood---fun']
track_0020743,artist_002656,album_002911,43/20743.mp3,254.8,['mood---emotional']
track_0021492,artist_003177,album_003005,92/21492.mp3,80.0,"['mood---happy', 'mood---positive', 'mood---relaxing']"
track_0021494,artist_003177,album_003005,94/21494.mp3,134.5,"['mood---happy', 'mood---positive', 'mood---relaxing']"
track_0021502,artist_003177,album_003005,02/21502.mp3,105.9,"['mood---fun', 'mood---positive']"
track_0021506,artist_003177,album_003005,06/21506.mp3,210.1,['mood---relaxing']
track_0021509,artist_003177,album_003005,09/21509.mp3,95.3,"['mood---positive', 'mood---relaxing']"
track_0021983,artist_003241,album_003065,83/21983.mp3,273.1,['mood---melancholic']
track_0022546,artist_001968,album_003125,46/22546.mp3,163.0,['mood---sad']
track_0024017,artist_003581,album_003316,17/24017.mp3,268.4,['mood---happy']
track_0024019,artist_003581,album_003316,19/24019.mp3,238.0,['mood---happy']
track_0024835,artist_002534,album_003426,35/24835.mp3,73.5,['mood---calm']
track_0024837,artist_002534,album_003426,37/24837.mp3,130.0,['mood---calm']
track_0024842,artist_002534,album_003426,42/24842.mp3,47.5,['mood---calm']
track_0025217,artist_003786,album_003476,17/25217.mp3,124.9,['mood---emotional']
track_0025218,artist_003786,album_003476,18/25218.mp3,189.5,['mood---emotional']
track_0025220,artist_003786,album_003476,20/25220.mp3,75.1,['mood---happy']
track_0025221,artist_003786,album_003476,21/25221.mp3,94.3,['mood---positive']
track_0025222,artist_003786,album_003476,22/25222.mp3,54.9,['mood---melancholic']
track_0025223,artist_003786,album_003476,23/25223.mp3,114.6,['mood---romantic']
track_0025225,artist_003786,album_003476,25/25225.mp3,86.2,"['mood---melancholic', 'mood---sad']"
track_0025226,artist_003786,album_003476,26/25226.mp3,140.3,['mood---emotional']
track_0025227,artist_003786,album_003476,27/25227.mp3,105.0,['mood---inspiring']
track_0025237,artist_003786,album_003479,37/25237.mp3,129.5,['mood---happy']
track_0025238,artist_003786,album_003479,38/25238.mp3,189.5,['mood---hopeful']
track_0025240,artist_003786,album_003479,40/25240.mp3,160.5,"['mood---melancholic', 'mood---sad']"
track_0025241,artist_003786,album_003479,41/25241.mp3,114.1,['mood---emotional']
track_0025242,artist_003786,album_003479,42/25242.mp3,184.5,['mood---emotional']
track_0025243,artist_003786,album_003479,43/25243.mp3,95.9,['mood---emotional']
track_0025247,artist_002740,album_003480,47/25247.mp3,177.7,"['mood---inspiring', 'mood---mellow']"
track_0025251,artist_002740,album_003480,51/25251.mp3,314.7,"['mood---hopeful', 'mood---motivational', 'mood---uplifting']"
track_0025252,artist_002740,album_003480,52/25252.mp3,209.5,['mood---melancholic']
track_0025254,artist_002740,album_003480,54/25254.mp3,212.1,['mood---inspiring']
track_0025271,artist_001885,album_003483,71/25271.mp3,270.4,['mood---melancholic']
track_0025379,artist_002740,album_003495,79/25379.mp3,134.8,['mood---emotional']
track_0025380,artist_002740,album_003495,80/25380.mp3,133.9,"['mood---melancholic', 'mood---sad']"
track_0025381,artist_002740,album_003495,81/25381.mp3,151.0,"['mood---inspiring', 'mood---uplifting']"
track_0025385,artist_002740,album_003495,85/25385.mp3,120.5,['mood---romantic']
track_0025389,artist_002740,album_003495,89/25389.mp3,141.2,['mood---inspiring']
track_0025877,artist_003769,album_003549,77/25877.mp3,239.8,['mood---romantic']
track_0026321,artist_003933,album_003603,21/26321.mp3,405.3,['mood---happy']
track_0026403,artist_003944,album_003615,03/26403.mp3,176.5,['mood---inspiring']
track_0026404,artist_003944,album_003615,04/26404.mp3,171.4,"['mood---emotional', 'mood---romantic']"
track_0026405,artist_003944,album_003615,05/26405.mp3,241.0,"['mood---melancholic', 'mood---sad']"
track_0026427,artist_002740,album_003620,27/26427.mp3,188.9,"['mood---melancholic', 'mood---sad']"
track_0026428,artist_002740,album_003620,28/26428.mp3,89.1,['mood---romantic']
track_0026431,artist_002740,album_003620,31/26431.mp3,108.8,['mood---inspiring']
track_0026433,artist_002740,album_003620,33/26433.mp3,121.0,"['mood---melancholic', 'mood---sad']"
track_0026435,artist_002740,album_003620,35/26435.mp3,207.3,['mood---inspiring']
track_0026436,artist_002740,album_003620,36/26436.mp3,129.6,['mood---inspiring']
track_0026439,artist_002740,album_003620,39/26439.mp3,114.7,"['mood---melancholic', 'mood---sad']"
track_0026827,artist_002656,album_003675,27/26827.mp3,274.3,['mood---emotional']
track_0028191,artist_004116,album_003744,91/28191.mp3,119.7,"['mood---calm', 'mood---happy', 'mood---motivational']"
track_0029862,artist_002020,album_003777,62/29862.mp3,202.6,['mood---mellow']
track_0029863,artist_002020,album_003777,63/29863.mp3,167.8,['mood---mellow']
track_0029864,artist_002020,album_003777,64/29864.mp3,170.1,['mood---mellow']
track_0029865,artist_002020,album_003777,65/29865.mp3,189.9,['mood---mellow']
track_0029866,artist_002020,album_003777,66/29866.mp3,257.4,['mood---mellow']
track_0029867,artist_002020,album_003777,67/29867.mp3,422.0,['mood---mellow']
track_0029868,artist_002020,album_003777,68/29868.mp3,328.1,['mood---mellow']
track_0029869,artist_002020,album_003777,69/29869.mp3,227.1,['mood---mellow']
track_0029870,artist_002020,album_003777,70/29870.mp3,303.1,['mood---mellow']
track_0029871,artist_002020,album_003777,71/29871.mp3,162.1,['mood---mellow']
track_0029872,artist_002020,album_003777,72/29872.mp3,191.2,['mood---mellow']
track_0029873,artist_002020,album_003777,73/29873.mp3,184.3,['mood---mellow']
track_0031517,artist_001467,album_003940,17/31517.mp3,184.9,"['mood---happy', 'mood---uplifting']"
track_0033322,artist_004658,album_004117,22/33322.mp3,257.6,['mood---emotional']
track_0033323,artist_004658,album_004117,23/33323.mp3,312.6,['mood---emotional']
track_0033324,artist_004658,album_004117,24/33324.mp3,315.8,['mood---emotional']
track_0033325,artist_004658,album_004117,25/33325.mp3,289.5,['mood---emotional']
track_0033326,artist_004658,album_004117,26/33326.mp3,315.6,['mood---emotional']
track_0033327,artist_004658,album_004117,27/33327.mp3,192.1,['mood---emotional']
track_0033449,artist_004658,album_004129,49/33449.mp3,167.1,"['mood---emotional', 'mood---relaxing']"
track_0033450,artist_004658,album_004129,50/33450.mp3,178.9,"['mood---emotional', 'mood---relaxing']"
track_0033451,artist_004658,album_004129,51/33451.mp3,224.6,"['mood---emotional', 'mood---relaxing']"
track_0033452,artist_004658,album_004129,52/33452.mp3,171.1,"['mood---emotional', 'mood---relaxing']"
track_0033453,artist_004658,album_004129,53/33453.mp3,196.4,"['mood---emotional', 'mood---relaxing']"
track_0034008,artist_004729,album_004177,08/34008.mp3,190.1,"['mood---meditative', 'mood---relaxing']"
track_0034009,artist_004729,album_004177,09/34009.mp3,172.3,"['mood---meditative', 'mood---relaxing']"
track_0034010,artist_004729,album_004177,10/34010.mp3,169.2,"['mood---meditative', 'mood---relaxing']"
track_0034015,artist_004729,album_004177,15/34015.mp3,195.4,"['mood---meditative', 'mood---relaxing']"
track_0034517,artist_002449,album_004230,17/34517.mp3,213.3,['mood---energetic']
track_0034518,artist_002449,album_004230,18/34518.mp3,304.7,['mood---energetic']
track_0034519,artist_002449,album_004230,19/34519.mp3,276.1,['mood---energetic']
track_0034520,artist_002449,album_004230,20/34520.mp3,222.2,['mood---energetic']
track_0035744,artist_000939,album_004372,44/35744.mp3,314.1,['mood---positive']
track_0035745,artist_000939,album_004372,45/35745.mp3,126.1,['mood---relaxing']
track_0035749,artist_000939,album_004372,49/35749.mp3,282.8,['mood---positive']
track_0035750,artist_000939,album_004372,50/35750.mp3,202.1,['mood---relaxing']
track_0036655,artist_005117,album_004484,55/36655.mp3,228.3,"['mood---emotional', 'mood---uplifting']"
track_0036656,artist_005117,album_004484,56/36656.mp3,215.7,['mood---emotional']
track_0036657,artist_005117,album_004484,57/36657.mp3,229.7,"['mood---emotional', 'mood---melancholic']"
track_0036698,artist_005119,album_004489,98/36698.mp3,247.5,['mood---calm']
track_0036983,artist_004812,album_004527,83/36983.mp3,95.0,['mood---calm']
track_0038767,artist_001780,album_004755,67/38767.mp3,48.0,"['mood---calm', 'mood---relaxing']"
track_0038768,artist_001780,album_004755,68/38768.mp3,70.6,"['mood---calm', 'mood---relaxing']"
track_0038769,artist_001780,album_004755,69/38769.mp3,66.5,"['mood---calm', 'mood---relaxing']"
track_0038770,artist_001780,album_004755,70/38770.mp3,64.1,"['mood---calm', 'mood---relaxing']"
track_0038771,artist_001780,album_004755,71/38771.mp3,55.7,"['mood---calm', 'mood---relaxing']"
track_0038772,artist_001780,album_004755,72/38772.mp3,58.7,"['mood---calm', 'mood---relaxing']"
track_0038773,artist_001780,album_004755,73/38773.mp3,196.6,"['mood---calm', 'mood---relaxing']"
track_0038774,artist_001780,album_004755,74/38774.mp3,75.1,"['mood---calm', 'mood---relaxing']"
track_0038775,artist_001780,album_004755,75/38775.mp3,63.6,"['mood---calm', 'mood---relaxing']"
track_0038776,artist_001780,album_004755,76/38776.mp3,111.4,"['mood---calm', 'mood---relaxing']"
track_0040026,artist_005669,album_004923,26/40026.mp3,218.4,['mood---love']
track_0040027,artist_005669,album_004923,27/40027.mp3,183.8,['mood---love']
track_0040028,artist_005669,album_004923,28/40028.mp3,261.0,['mood---love']
track_0040029,artist_005669,album_004923,29/40029.mp3,360.4,['mood---love']
track_0040148,artist_005634,album_004939,48/40148.mp3,270.8,['mood---love']
track_0040149,artist_005634,album_004939,49/40149.mp3,260.1,['mood---love']
track_0040151,artist_005634,album_004939,51/40151.mp3,289.6,['mood---love']
track_0040152,artist_005634,album_004939,52/40152.mp3,279.8,['mood---love']
track_0040153,artist_005634,album_004939,53/40153.mp3,311.9,['mood---love']
track_0040155,artist_005634,album_004939,55/40155.mp3,274.7,['mood---love']
track_0040156,artist_005634,album_004939,56/40156.mp3,263.9,['mood---love']
track_0040157,artist_005634,album_004939,57/40157.mp3,274.4,['mood---love']
track_0040158,artist_005634,album_004939,58/40158.mp3,266.8,['mood---love']
track_0040159,artist_005634,album_004939,59/40159.mp3,296.9,['mood---love']
track_0040160,artist_005634,album_004939,60/40160.mp3,275.4,['mood---love']
track_0040161,artist_005634,album_004939,61/40161.mp3,262.8,['mood---love']
track_0040162,artist_005634,album_004939,62/40162.mp3,269.2,['mood---love']
track_0040620,artist_003581,album_005004,20/40620.mp3,290.1,['mood---energetic']
track_0040635,artist_004729,album_005005,35/40635.mp3,141.8,"['mood---meditative', 'mood---relaxing']"
track_0040636,artist_004729,album_005005,36/40636.mp3,136.5,"['mood---meditative', 'mood---relaxing']"
track_0040637,artist_004729,album_005005,37/40637.mp3,135.9,"['mood---meditative', 'mood---relaxing']"
track_0040638,artist_004729,album_005005,38/40638.mp3,152.7,"['mood---meditative', 'mood---relaxing']"
track_0040639,artist_004729,album_005005,39/40639.mp3,127.2,"['mood---meditative', 'mood---relaxing']"
track_0040640,artist_004729,album_005005,40/40640.mp3,90.6,"['mood---meditative', 'mood---relaxing']"
track_0041963,artist_005119,album_005097,63/41963.mp3,52.5,['mood---calm']
track_0041966,artist_005119,album_005097,66/41966.mp3,101.6,['mood---calm']
track_0041976,artist_005119,album_005097,76/41976.mp3,67.2,['mood---calm']
track_0044670,artist_006120,album_005361,70/44670.mp3,265.4,['mood---energetic']
track_0044674,artist_006120,album_005361,74/44674.mp3,406.5,['mood---sad']
track_0045570,artist_006272,album_005464,70/45570.mp3,75.3,['mood---sad']
track_0046189,artist_003687,album_005560,89/46189.mp3,240.8,['mood---relaxing']
track_0046190,artist_003687,album_005560,90/46190.mp3,193.7,['mood---relaxing']
track_0046191,artist_003687,album_005560,91/46191.mp3,213.7,['mood---relaxing']
track_0046192,artist_003687,album_005560,92/46192.mp3,180.4,['mood---relaxing']
track_0046193,artist_003687,album_005560,93/46193.mp3,213.6,['mood---relaxing']
track_0046194,artist_003687,album_005560,94/46194.mp3,240.3,['mood---relaxing']
track_0046195,artist_003687,album_005560,95/46195.mp3,404.7,['mood---relaxing']
track_0046563,artist_002816,album_005613,63/46563.mp3,192.8,['mood---relaxing']
track_0046565,artist_002816,album_005613,65/46565.mp3,137.9,"['mood---meditative', 'mood---relaxing']"
track_0046570,artist_002816,album_005613,70/46570.mp3,113.0,['mood---relaxing']
track_0046571,artist_002816,album_005613,71/46571.mp3,279.4,['mood---relaxing']
track_0047404,artist_005721,album_005726,04/47404.mp3,62.5,['mood---melancholic']
track_0048044,artist_006038,album_005810,44/48044.mp3,380.2,"['mood---energetic', 'mood---relaxing']"
track_0048045,artist_006038,album_005810,45/48045.mp3,247.2,"['mood---energetic', 'mood---relaxing']"
track_0048046,artist_006038,album_005810,46/48046.mp3,140.0,"['mood---energetic', 'mood---relaxing']"
track_0048047,artist_006038,album_005810,47/48047.mp3,156.2,"['mood---energetic', 'mood---relaxing']"
track_0048048,artist_006038,album_005810,48/48048.mp3,235.6,"['mood---energetic', 'mood---relaxing']"
track_0048049,artist_006038,album_005810,49/48049.mp3,264.8,"['mood---energetic', 'mood---relaxing']"
track_0048164,artist_006741,album_005822,64/48164.mp3,220.4,['mood---sexy']
track_0048165,artist_006741,album_005822,65/48165.mp3,209.4,['mood---romantic']
track_0048172,artist_006741,album_005822,72/48172.mp3,216.8,"['mood---love', 'mood---romantic']"
track_0048719,artist_000696,album_005905,19/48719.mp3,288.0,['mood---relaxing']
track_0048720,artist_000696,album_005905,20/48720.mp3,281.1,['mood---relaxing']
track_0048721,artist_000696,album_005905,21/48721.mp3,171.0,['mood---relaxing']
track_0048722,artist_000696,album_005905,22/48722.mp3,283.1,['mood---relaxing']
track_0048723,artist_000696,album_005905,23/48723.mp3,249.5,['mood---relaxing']
track_0048724,artist_000696,album_005905,24/48724.mp3,217.6,['mood---relaxing']
track_0048725,artist_000696,album_005905,25/48725.mp3,204.3,['mood---relaxing']
track_0048726,artist_000696,album_005905,26/48726.mp3,136.9,['mood---relaxing']
track_0048727,artist_000696,album_005905,27/48727.mp3,269.5,['mood---relaxing']
track_0048963,artist_005801,album_005939,63/48963.mp3,521.4,['mood---meditative']
track_0048966,artist_005801,album_005939,66/48966.mp3,636.6,"['mood---meditative', 'mood---melancholic']"
track_0048972,artist_005801,album_005939,72/48972.mp3,688.1,['mood---meditative']
track_0048976,artist_005801,album_005939,76/48976.mp3,578.5,['mood---meditative']
track_0048978,artist_005801,album_005939,78/48978.mp3,322.9,['mood---meditative']
track_0048979,artist_005801,album_005939,79/48979.mp3,495.0,"['mood---meditative', 'mood---relaxing']"
track_0049100,artist_006808,album_005959,00/49100.mp3,276.0,['mood---meditative']
track_0053218,artist_004812,album_006123,18/53218.mp3,570.0,['mood---calm']
track_0053219,artist_004812,album_006123,19/53219.mp3,480.0,['mood---calm']
track_0064075,artist_007211,album_006307,75/64075.mp3,214.2,"['mood---energetic', 'mood---hopeful', 'mood---sad']"
track_0064078,artist_007211,album_006307,78/64078.mp3,229.9,"['mood---calm', 'mood---sad']"
track_0064079,artist_007211,album_006307,79/64079.mp3,206.4,['mood---energetic']
track_0066952,artist_007063,album_006339,52/66952.mp3,226.9,['mood---emotional']
track_0066955,artist_007063,album_006339,55/66955.mp3,163.2,['mood---emotional']
track_0073149,artist_007063,album_006464,49/73149.mp3,272.5,['mood---energetic']
track_0073154,artist_007063,album_006464,54/73154.mp3,164.1,['mood---energetic']
track_0073157,artist_007063,album_006464,57/73157.mp3,159.6,['mood---energetic']
track_0074654,artist_007379,album_006644,54/74654.mp3,296.0,['mood---energetic']
track_0075223,artist_002753,album_006714,23/75223.mp3,305.4,['mood---love']
track_0076682,artist_003769,album_006896,82/76682.mp3,369.9,['mood---romantic']
track_0076686,artist_003769,album_006896,86/76686.mp3,139.9,['mood---romantic']
track_0076972,artist_007841,album_006943,72/76972.mp3,182.3,['mood---calm']
track_0076974,artist_007841,album_006943,74/76974.mp3,155.7,['mood---calm']
track_0076976,artist_007841,album_006943,76/76976.mp3,169.6,['mood---calm']
track_0076977,artist_007841,album_006943,77/76977.mp3,177.3,['mood---calm']
track_0076982,artist_007840,album_006944,82/76982.mp3,137.1,['mood---energetic']
track_0076983,artist_007840,album_006944,83/76983.mp3,149.4,['mood---energetic']
track_0076984,artist_007840,album_006944,84/76984.mp3,204.4,['mood---energetic']
track_0076985,artist_007840,album_006944,85/76985.mp3,226.9,['mood---energetic']
track_0076986,artist_007840,album_006944,86/76986.mp3,228.6,['mood---energetic']
track_0076987,artist_007840,album_006944,87/76987.mp3,343.8,['mood---energetic']
track_0076988,artist_007840,album_006944,88/76988.mp3,156.4,['mood---energetic']
track_0076989,artist_007840,album_006944,89/76989.mp3,208.7,['mood---energetic']
track_0076990,artist_007840,album_006944,90/76990.mp3,89.2,['mood---energetic']
track_0078304,artist_007872,album_007098,04/78304.mp3,228.5,['mood---emotional']
track_0078305,artist_007872,album_007098,05/78305.mp3,199.5,['mood---emotional']
track_0078306,artist_007872,album_007098,06/78306.mp3,210.1,['mood---emotional']
